lead_variant	distance	gene	chrom	start	end	extreme_pLI	brain_enriched_expression	neurodevelopmental_disorder	PsyOPS_score
rs114645329	270701	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs114645329	287279	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs114645329	385241	FAM183A	chr1	43610824	43622067	False	True	False	0.17679031224038508
rs114645329	391684	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs114645329	405314	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs114645329	428364	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs114645329	432851	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs114645329	437307	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs114645329	449723	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs114645329	449864	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs80121586	0	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs80121586	92790	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
rs80121586	93048	HYI	chr1	43916660	43919660	False	False	False	0.08273908370636998
rs80121586	103112	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs80121586	157229	MED8	chr1	43849588	43855479	False	False	False	0.08273908370636998
rs80121586	158787	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs80121586	178963	ELOVL1	chr1	43829069	43833745	False	True	False	0.17679031224038508
rs80121586	183834	CDC20	chr1	43824652	43828874	False	False	False	0.08273908370636998
rs80121586	192571	MPL	chr1	43803489	43820137	False	False	False	0.08273908370636998
rs80121586	223929	TIE1	chr1	43766653	43788779	False	False	False	0.08273908370636998
rs80121586	261420	C1orf210	chr1	43747548	43751288	False	False	False	0.08273908370636998
rs80121586	273035	TMEM125	chr1	43735654	43739673	False	False	False	0.08273908370636998
rs80121586	276101	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs80121586	292679	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs80121586	386284	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs80121586	390641	FAM183A	chr1	43610824	43622067	False	True	False	0.17679031224038508
rs80121586	399914	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs80121586	422964	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs80121586	427451	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs80121586	431907	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs80121586	444323	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs80121586	444464	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs16830935	0	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs16830935	67920	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs16830935	123595	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs16830935	127982	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
rs16830935	128240	HYI	chr1	43916660	43919660	False	False	False	0.08273908370636998
rs16830935	192421	MED8	chr1	43849588	43855479	False	False	False	0.08273908370636998
rs16830935	214155	ELOVL1	chr1	43829069	43833745	False	True	False	0.17679031224038508
rs16830935	219026	CDC20	chr1	43824652	43828874	False	False	False	0.08273908370636998
rs16830935	227763	MPL	chr1	43803489	43820137	False	False	False	0.08273908370636998
rs16830935	259121	TIE1	chr1	43766653	43788779	False	False	False	0.08273908370636998
rs16830935	296612	C1orf210	chr1	43747548	43751288	False	False	False	0.08273908370636998
rs16830935	308227	TMEM125	chr1	43735654	43739673	False	False	False	0.08273908370636998
rs16830935	311293	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs16830935	327871	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs16830935	351092	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs16830935	364722	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs16830935	387772	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs16830935	392259	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs16830935	396715	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs16830935	409131	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs16830935	409272	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs16830935	425833	FAM183A	chr1	43610824	43622067	False	True	False	0.17679031224038508
rs688627	0	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs688627	67537	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs688627	123212	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs688627	128365	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
rs688627	128623	HYI	chr1	43916660	43919660	False	False	False	0.08273908370636998
rs688627	192804	MED8	chr1	43849588	43855479	False	False	False	0.08273908370636998
rs688627	214538	ELOVL1	chr1	43829069	43833745	False	True	False	0.17679031224038508
rs688627	219409	CDC20	chr1	43824652	43828874	False	False	False	0.08273908370636998
rs688627	228146	MPL	chr1	43803489	43820137	False	False	False	0.08273908370636998
rs688627	259504	TIE1	chr1	43766653	43788779	False	False	False	0.08273908370636998
rs688627	296995	C1orf210	chr1	43747548	43751288	False	False	False	0.08273908370636998
rs688627	308610	TMEM125	chr1	43735654	43739673	False	False	False	0.08273908370636998
rs688627	311676	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs688627	328254	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs688627	350709	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs688627	364339	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs688627	387389	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs688627	391876	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs688627	396332	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs688627	408748	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs688627	408889	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs688627	426216	FAM183A	chr1	43610824	43622067	False	True	False	0.17679031224038508
rs673485	0	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs673485	28324	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs673485	83999	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs673485	167578	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
rs673485	167836	HYI	chr1	43916660	43919660	False	False	False	0.08273908370636998
rs673485	232017	MED8	chr1	43849588	43855479	False	False	False	0.08273908370636998
rs673485	253751	ELOVL1	chr1	43829069	43833745	False	True	False	0.17679031224038508
rs673485	258622	CDC20	chr1	43824652	43828874	False	False	False	0.08273908370636998
rs673485	267359	MPL	chr1	43803489	43820137	False	False	False	0.08273908370636998
rs673485	298717	TIE1	chr1	43766653	43788779	False	False	False	0.08273908370636998
rs673485	311496	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs673485	325126	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs673485	336208	C1orf210	chr1	43747548	43751288	False	False	False	0.08273908370636998
rs673485	347823	TMEM125	chr1	43735654	43739673	False	False	False	0.08273908370636998
rs673485	348176	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs673485	350889	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs673485	352663	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs673485	357119	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs673485	367467	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs673485	369535	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs673485	369676	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs673485	465429	FAM183A	chr1	43610824	43622067	False	True	False	0.17679031224038508
rs673485	496997	KLF17	chr1	44584493	44600812	False	False	False	0.08273908370636998
rs76017264	0	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs76017264	36806	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs76017264	45352	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs76017264	206225	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
rs76017264	206483	HYI	chr1	43916660	43919660	False	False	False	0.08273908370636998
rs76017264	270664	MED8	chr1	43849588	43855479	False	False	False	0.08273908370636998
rs76017264	272849	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs76017264	286479	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs76017264	292398	ELOVL1	chr1	43829069	43833745	False	True	False	0.17679031224038508
rs76017264	297269	CDC20	chr1	43824652	43828874	False	False	False	0.08273908370636998
rs76017264	306006	MPL	chr1	43803489	43820137	False	False	False	0.08273908370636998
rs76017264	309529	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs76017264	314016	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs76017264	318472	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs76017264	330888	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs76017264	331029	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs76017264	337364	TIE1	chr1	43766653	43788779	False	False	False	0.08273908370636998
rs76017264	374855	C1orf210	chr1	43747548	43751288	False	False	False	0.08273908370636998
rs76017264	386470	TMEM125	chr1	43735654	43739673	False	False	False	0.08273908370636998
rs76017264	389536	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs76017264	406114	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs76017264	458350	KLF17	chr1	44584493	44600812	False	False	False	0.08273908370636998
rs76017264	477350	KLF18	chr1	44603493	44607303	False	False	False	0.08273908370636998
rs4336891	0	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs4336891	37103	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs4336891	45055	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs4336891	206522	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
rs4336891	206780	HYI	chr1	43916660	43919660	False	False	False	0.08273908370636998
rs4336891	270961	MED8	chr1	43849588	43855479	False	False	False	0.08273908370636998
rs4336891	272552	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs4336891	286182	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs4336891	292695	ELOVL1	chr1	43829069	43833745	False	True	False	0.17679031224038508
rs4336891	297566	CDC20	chr1	43824652	43828874	False	False	False	0.08273908370636998
rs4336891	306303	MPL	chr1	43803489	43820137	False	False	False	0.08273908370636998
rs4336891	309232	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs4336891	313719	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs4336891	318175	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs4336891	330591	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs4336891	330732	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs4336891	337661	TIE1	chr1	43766653	43788779	False	False	False	0.08273908370636998
rs4336891	375152	C1orf210	chr1	43747548	43751288	False	False	False	0.08273908370636998
rs4336891	386767	TMEM125	chr1	43735654	43739673	False	False	False	0.08273908370636998
rs4336891	389833	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs4336891	406411	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs4336891	458053	KLF17	chr1	44584493	44600812	False	False	False	0.08273908370636998
rs4336891	477053	KLF18	chr1	44603493	44607303	False	False	False	0.08273908370636998
rs586339	0	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs586339	34238	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs586339	47920	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs586339	217339	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
rs586339	217597	HYI	chr1	43916660	43919660	False	False	False	0.08273908370636998
rs586339	261735	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs586339	275365	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs586339	281778	MED8	chr1	43849588	43855479	False	False	False	0.08273908370636998
rs586339	298415	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs586339	302902	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs586339	303512	ELOVL1	chr1	43829069	43833745	False	True	False	0.17679031224038508
rs586339	307358	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs586339	308383	CDC20	chr1	43824652	43828874	False	False	False	0.08273908370636998
rs586339	317120	MPL	chr1	43803489	43820137	False	False	False	0.08273908370636998
rs586339	319774	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs586339	319915	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs586339	348478	TIE1	chr1	43766653	43788779	False	False	False	0.08273908370636998
rs586339	385969	C1orf210	chr1	43747548	43751288	False	False	False	0.08273908370636998
rs586339	397584	TMEM125	chr1	43735654	43739673	False	False	False	0.08273908370636998
rs586339	400650	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs586339	417228	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs586339	447236	KLF17	chr1	44584493	44600812	False	False	False	0.08273908370636998
rs586339	466236	KLF18	chr1	44603493	44607303	False	False	False	0.08273908370636998
rs11210905	0	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs11210905	11155	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs11210905	93007	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs11210905	216648	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs11210905	230278	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs11210905	253328	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs11210905	257815	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs11210905	262271	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs11210905	262426	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
rs11210905	262684	HYI	chr1	43916660	43919660	False	False	False	0.08273908370636998
rs11210905	274687	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs11210905	274828	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs11210905	326865	MED8	chr1	43849588	43855479	False	False	False	0.08273908370636998
rs11210905	348599	ELOVL1	chr1	43829069	43833745	False	True	False	0.17679031224038508
rs11210905	353470	CDC20	chr1	43824652	43828874	False	False	False	0.08273908370636998
rs11210905	362207	MPL	chr1	43803489	43820137	False	False	False	0.08273908370636998
rs11210905	393565	TIE1	chr1	43766653	43788779	False	False	False	0.08273908370636998
rs11210905	402149	KLF17	chr1	44584493	44600812	False	False	False	0.08273908370636998
rs11210905	421149	KLF18	chr1	44603493	44607303	False	False	False	0.08273908370636998
rs11210905	431056	C1orf210	chr1	43747548	43751288	False	False	False	0.08273908370636998
rs11210905	442671	TMEM125	chr1	43735654	43739673	False	False	False	0.08273908370636998
rs11210905	445737	EBNA1BP2	chr1	43629846	43736607	False	False	False	0.08273908370636998
rs11210905	462315	CFAP57	chr1	43638001	43720029	False	False	False	0.08273908370636998
rs11210905	496783	DMAP1	chr1	44679127	44686353	False	False	False	0.08273908370636998
rs11210926	0	ST3GAL3	chr1	44171495	44396837	False	False	True	0.23708089352715983
rs11210926	90333	KDM4A	chr1	44115820	44171189	True	False	False	0.21161874440619363
rs11210926	137470	ARTN	chr1	44398992	44402912	False	False	False	0.08273908370636998
rs11210926	151100	IPO13	chr1	44412622	44433694	True	False	False	0.21161874440619363
rs11210926	172185	PTPRF	chr1	43990858	44089337	True	False	False	0.21161874440619363
rs11210926	174150	DPH2	chr1	44435672	44439041	False	False	False	0.08273908370636998
rs11210926	178637	ATP6V0B	chr1	44440159	44443967	False	False	False	0.08273908370636998
rs11210926	183093	B4GALT2	chr1	44444615	44456842	False	False	False	0.08273908370636998
rs11210926	195509	CCDC24	chr1	44457031	44462200	False	False	False	0.08273908370636998
rs11210926	195650	SLC6A9	chr1	44457172	44497139	False	True	False	0.17679031224038508
rs11210926	322971	KLF17	chr1	44584493	44600812	False	False	False	0.08273908370636998
rs11210926	341604	SZT2	chr1	43855553	43919918	False	False	False	0.08273908370636998
